chr|end|id|source|source_url|start|variant_type
chr1|89237|0001059_NSSV4175477|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|89237|0001059_NSSV4175552|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|89237|0001059_NSSV4175582|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|89237|0001059_NSSV4175607|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12048|copy number variation
chr1|12417|0001059_ESSV4343502|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12413|deletion
chr1|27100|0001059_NSSV14473887|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14474028|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14475430|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14476828|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14484130|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14484800|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14484987|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14485912|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14486057|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14490494|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|27100|0001059_NSSV14491148|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12601|duplication
chr1|17551|0001059_ESSV25952852|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12701|duplication
chr1|13400|0001059_NSSV16821004|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12701|copy number variation
chr1|17551|0001059_ESSV25901139|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25913165|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17751|0001059_ESSV25914899|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17501|0001059_ESSV25919981|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25932627|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17501|0001059_ESSV25934478|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25938146|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17501|0001059_ESSV25941627|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25958093|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25969988|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25980552|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25984217|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25989406|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV25999843|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26014007|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26017454|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26020908|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26022573|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26027648|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26036453|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17551|0001059_ESSV26039987|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12751|duplication
chr1|17501|0001059_ESSV25918320|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12801|duplication
chr1|17501|0001059_ESSV25927203|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12801|duplication
chr1|17551|0001059_ESSV25943285|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12801|duplication
chr1|17551|0001059_ESSV25982361|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12801|duplication
chr1|17551|0001059_ESSV25991134|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12801|duplication
chr1|17551|0001059_NSSV16245723|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|12801|copy number variation
chr1|91073|0001059_NSSV16101249|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|13516|duplication
chr1|13958|0001059_ESSV5163640|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|13958|deletion
chr1|17501|0001059_ESSV25909719|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|14701|duplication
chr1|17501|0001059_ESSV26004982|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|14801|duplication
chr1|7467242|0001059_NSSV15124731|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|14874|deletion
chr1|8785327|0001059_NSSV15127013|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|14874|deletion
chr1|297968|0001059_NSSV15129004|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|14874|duplication
chr1|16100|0001059_NSSV16821761|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|15801|copy number variation
chr1|15904|0001059_ESSV5337765|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|15904|insertion
chr1|20700|0001059_NSSV16824453|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|16201|copy number variation
chr1|35451|0001059_NSSV16108719|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|18888|duplication
chr1|4341631|0001059_NSSV15150044|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|19225|duplication
chr1|28927|0001059_NSSV15208719|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|19742|insertion
chr1|20551|0001059_NSSV16245724|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|19851|copy number variation
chr1|297968|0001059_NSSV1534257|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|duplication
chr1|670713|0001059_NSSV1567886|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|duplication
chr1|121042|0001059_NSSV7615731|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|deletion
chr1|82620|0001059_NSSV7615774|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|deletion
chr1|137674|0001059_NSSV7616281|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|deletion
chr1|272956|0001059_NSSV7618052|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|duplication
chr1|951782|0001059_NSSV8123237|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20141|duplication
chr1|95200|0001059_NSSV16827146|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|20701|copy number variation
chr1|35983|0001059_NSSV14773|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|21064|duplication
chr1|28577|0001059_NSSV14787|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|21064|duplication
chr1|35983|0001059_NSSV15708482|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|21064|duplication
chr1|82189|0001059_NSSV14771|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|21411|duplication
chr1|88143|0001059_NSSV14770|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|21829|duplication
chr1|35020|0001059_NSSV1749202|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749203|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749204|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749205|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749206|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749207|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749208|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749209|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749210|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749211|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749213|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749214|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749215|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749216|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749217|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749218|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749219|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749220|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749221|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749222|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749224|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749225|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749226|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749227|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749228|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749229|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749230|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749231|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749232|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749233|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749235|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749236|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749237|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749238|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749239|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749240|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749241|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749242|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749243|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749244|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749246|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749247|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749248|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749249|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749250|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749251|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749252|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749253|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749254|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749255|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749257|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749258|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749259|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749260|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749261|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749262|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749263|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749264|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749265|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1749266|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755460|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755461|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755462|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755463|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755464|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755465|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755466|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755467|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755468|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755469|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755471|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755472|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755473|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755474|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755475|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755476|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755477|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755478|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755479|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|35020|0001059_NSSV1755480|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570930|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570941|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570952|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570963|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570974|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570985|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2570996|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2571007|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2571018|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2571099|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2572127|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|22723|0001059_NSSV2572228|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22118|duplication
chr1|23661|0001059_NSSV2572329|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22723|duplication
chr1|26900|0001059_NSSV16818742|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|22801|copy number variation
chr1|24819|0001059_NSSV2570920|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2570921|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2570922|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2570923|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572738|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572820|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572821|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572822|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572823|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572824|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572826|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572827|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572828|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572829|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572830|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572831|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572861|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2572962|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2573987|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2574088|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2574190|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575188|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575208|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575209|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575210|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575211|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575212|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575213|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575214|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575215|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575217|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575218|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575219|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575220|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575221|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575222|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575223|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575224|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575237|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575338|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575440|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2575984|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2576085|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2576186|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
chr1|24819|0001059_NSSV2576547|dbVar|https://www.ncbi.nlm.nih.gov/dbvar/content/ftp_manifest/|23661|duplication
